selling_price,km_driven,fuel,seller_type,transmission,owner,age,brand
110000,77073,Petrol,Individual,Manual,Second Owner,16,Tata
400000,70000,Diesel,Individual,Manual,First Owner,10,Ford
275000,90000,LPG,Individual,Manual,Second Owner,13,Hyundai
800000,186000,Diesel,Individual,Manual,Third Owner,13,Toyota
550000,90000,Diesel,Individual,Manual,First Owner,12,Mahindra
125000,100000,Petrol,Individual,Manual,Second Owner,19,Maruti
135000,80000,Petrol,Individual,Manual,Second Owner,16,Chevrolet
349000,150000,Diesel,Individual,Manual,First Owner,14,Mahindra
458000,80000,Diesel,Individual,Manual,First Owner,12,Maruti
300000,35000,Petrol,Individual,Manual,First Owner,8,Maruti
95000,70000,Petrol,Individual,Manual,First Owner,18,Maruti
850000,50000,Diesel,Individual,Manual,First Owner,8,Maruti
750000,25000,Diesel,Individual,Manual,First Owner,7,Ford
190000,120000,Diesel,Individual,Manual,First Owner,13,Ford
150000,70000,Petrol,Individual,Manual,First Owner,17,Maruti
114999,106000,Petrol,Individual,Manual,Third Owner,17,Hyundai
320000,120000,Petrol,Individual,Manual,Third Owner,16,Toyota
300000,120000,CNG,Individual,Manual,First Owner,7,Maruti
275000,160000,Petrol,Individual,Manual,First Owner,10,Maruti
140000,120000,Petrol,Individual,Manual,Second Owner,16,Chevrolet
830000,10000,Petrol,Individual,Manual,First Owner,6,Tata
380000,50000,Petrol,Individual,Manual,First Owner,13,Volkswagen
150000,90000,Petrol,Individual,Manual,Second Owner,16,Hyundai
50000,70000,Petrol,Individual,Manual,First Owner,18,Chevrolet
155000,100000,Diesel,Individual,Manual,First Owner,18,Mahindra
300000,80000,Petrol,Individual,Manual,First Owner,16,Skoda
300000,16584,Petrol,Dealer,Manual,First Owner,8,Maruti
385000,38000,Diesel,Dealer,Manual,First Owner,10,Tata
221000,51000,Petrol,Dealer,Manual,First Owner,16,Maruti
381000,38000,Diesel,Dealer,Manual,First Owner,10,Tata
250999,35000,Petrol,Dealer,Manual,First Owner,11,Maruti
60000,120000,Petrol,Individual,Manual,Third Owner,24,Hyundai
380000,38000,Diesel,Dealer,Manual,First Owner,10,Tata
180000,144000,Diesel,Individual,Manual,Third Owner,18,Skoda
751000,64000,Diesel,Dealer,Manual,First Owner,9,Maruti
1250000,60000,Diesel,Dealer,Automatic,First Owner,11,Mahindra
229999,65000,Petrol,Dealer,Manual,First Owner,12,Hyundai
1250000,24000,Diesel,Individual,Manual,First Owner,7,Tata
782000,58000,Diesel,Dealer,Manual,Second Owner,12,Mahindra
780000,58000,Diesel,Dealer,Manual,Second Owner,12,Mahindra
245000,68000,Petrol,Dealer,Manual,First Owner,10,Maruti
321000,81257,Diesel,Dealer,Manual,First Owner,15,Hyundai
509999,44000,Diesel,Dealer,Manual,First Owner,9,Hyundai
110000,45000,Petrol,Dealer,Manual,First Owner,11,Tata
400000,75000,Diesel,Dealer,Manual,First Owner,13,Volkswagen
370000,90000,Petrol,Individual,Manual,First Owner,13,Maruti
175000,80000,Diesel,Individual,Manual,Second Owner,19,Hyundai
1000000,35000,Petrol,Individual,Automatic,Second Owner,28,Mercedes-Benz
92800,25000,Petrol,Individual,Manual,Second Owner,13,Maruti
291000,90000,Diesel,Individual,Manual,First Owner,12,Tata
335000,110000,Diesel,Individual,Manual,Third Owner,13,Hyundai
170000,35000,Petrol,Individual,Manual,First Owner,13,Maruti
295000,10000,Petrol,Individual,Manual,First Owner,7,Maruti
375000,10000,Petrol,Individual,Manual,First Owner,7,Renault
215000,70000,Petrol,Individual,Manual,Second Owner,14,Hyundai
150000,110000,Diesel,Individual,Manual,Second Owner,17,Ford
60000,5000,Petrol,Individual,Manual,Second Owner,23,Maruti
280000,110000,Diesel,Individual,Manual,Fourth & Above Owner,14,Tata
450000,50000,Diesel,Individual,Manual,Second Owner,10,Toyota
1150000,58000,Diesel,Individual,Manual,First Owner,8,Mahindra
650000,15000,Diesel,Individual,Manual,First Owner,8,Maruti
300000,60000,Petrol,Individual,Manual,Second Owner,11,Tata
73000,57000,Petrol,Individual,Manual,First Owner,11,Tata
400000,87000,Diesel,Individual,Manual,Third Owner,11,Maruti
300000,70000,Petrol,Individual,Manual,First Owner,9,Renault
300000,30000,Petrol,Individual,Automatic,Second Owner,14,Maruti
450000,80000,Diesel,Individual,Manual,First Owner,14,Maruti
200000,100000,Petrol,Individual,Manual,Second Owner,17,Hyundai
580000,40000,Petrol,Individual,Manual,First Owner,7,Maruti
550000,3917,Petrol,Individual,Manual,First Owner,9,Hyundai
190000,160000,Diesel,Individual,Manual,Second Owner,19,Mahindra
450000,35000,Diesel,Individual,Manual,First Owner,9,Tata
220000,70000,Petrol,Individual,Manual,First Owner,12,Chevrolet
310000,69069,Petrol,Dealer,Manual,First Owner,14,Maruti
650000,13500,Petrol,Individual,Manual,First Owner,7,Hyundai
300000,59059,Petrol,Dealer,Manual,First Owner,12,Maruti
200000,70000,Petrol,Individual,Manual,First Owner,13,Hyundai
285000,39039,Petrol,Dealer,Manual,First Owner,14,Honda
335000,33033,Petrol,Dealer,Manual,First Owner,12,Honda
370000,55168,Petrol,Individual,Manual,Second Owner,15,Hyundai
375000,41041,Petrol,Dealer,Manual,First Owner,13,Hyundai
235000,67067,Petrol,Dealer,Manual,First Owner,17,Hyundai
345000,66066,Petrol,Dealer,Automatic,First Owner,13,Hyundai
365000,82082,Diesel,Dealer,Manual,First Owner,13,Mahindra
400000,48000,Petrol,Individual,Manual,First Owner,12,Hyundai
250000,30000,Petrol,Individual,Manual,First Owner,11,Hyundai
465000,70070,Diesel,Dealer,Automatic,First Owner,14,Hyundai
300000,10000,Petrol,Individual,Manual,First Owner,9,Renault
655000,25000,Petrol,Individual,Manual,First Owner,8,Maruti
350000,30000,CNG,Individual,Manual,Second Owner,10,Maruti
500000,50000,Petrol,Dealer,Automatic,First Owner,11,Hyundai
465000,63063,Petrol,Dealer,Automatic,First Owner,11,Hyundai
263000,70000,Diesel,Individual,Manual,First Owner,18,Maruti
250000,90000,Petrol,Individual,Manual,First Owner,14,Maruti
60000,90000,Petrol,Individual,Manual,Fourth & Above Owner,27,Hyundai
70000,90000,Petrol,Individual,Manual,Third Owner,21,Hyundai
650000,140000,Diesel,Individual,Manual,First Owner,9,Honda
370000,80000,Diesel,Individual,Manual,Second Owner,12,Hyundai
509999,40000,Diesel,Individual,Manual,First Owner,10,Maruti
280000,33000,Petrol,Individual,Manual,First Owner,15,Maruti
180000,40000,Petrol,Individual,Manual,First Owner,16,Maruti
650000,6000,Petrol,Individual,Manual,First Owner,9,Ford
200000,78000,Diesel,Dealer,Manual,Second Owner,16,Hyundai
210000,72000,Diesel,Dealer,Manual,Third Owner,15,Hyundai
75000,9528,Petrol,Dealer,Manual,First Owner,15,Tata
450000,135200,Diesel,Dealer,Manual,First Owner,15,Toyota
220000,58000,Petrol,Dealer,Manual,Second Owner,15,Hyundai
325000,78000,Diesel,Dealer,Manual,Second Owner,13,Hyundai
450000,45000,Petrol,Individual,Manual,First Owner,8,Tata
825000,35000,Diesel,Individual,Manual,First Owner,9,Ford
125000,76000,Petrol,Dealer,Manual,Third Owner,19,Hyundai
434999,100000,Diesel,Individual,Manual,Third Owner,11,Mahindra
484999,99000,Diesel,Individual,Manual,Second Owner,15,Mahindra
175000,80000,Diesel,Individual,Manual,Third Owner,17,Maruti
220000,120000,Petrol,Individual,Manual,Third Owner,20,Honda
1250000,1100,Petrol,Dealer,Manual,First Owner,6,Honda
215000,34000,Petrol,Dealer,Manual,First Owner,9,Maruti
625000,68000,Diesel,Dealer,Manual,First Owner,12,Mahindra
615000,15000,Diesel,Individual,Manual,First Owner,8,Ford
130000,58000,Diesel,Dealer,Manual,First Owner,14,Chevrolet
175000,50300,Diesel,Individual,Manual,First Owner,13,Tata
150000,70000,Diesel,Individual,Manual,Second Owner,15,Tata
195000,60000,Diesel,Individual,Manual,Third Owner,15,Tata
550000,90000,Diesel,Individual,Manual,First Owner,6,Maruti
1500000,40000,Diesel,Individual,Manual,First Owner,8,Other
400000,80000,Petrol,Individual,Manual,Second Owner,16,Skoda
1350000,15000,Diesel,Individual,Manual,First Owner,7,Nissan
217000,45000,Petrol,Individual,Manual,First Owner,11,Maruti
290000,130000,Diesel,Individual,Manual,Second Owner,15,Maruti
700000,80000,Diesel,Individual,Manual,First Owner,8,Mahindra
175000,40000,Petrol,Individual,Manual,First Owner,12,Maruti
575000,80000,Diesel,Individual,Manual,First Owner,9,Volkswagen
380000,100000,Diesel,Individual,Manual,Second Owner,10,Maruti
350000,151624,Diesel,Individual,Manual,Second Owner,13,Mahindra
450000,160000,Diesel,Individual,Manual,First Owner,14,Renault
130000,110000,CNG,Individual,Manual,Second Owner,21,Hyundai
320000,74820,Diesel,Individual,Manual,First Owner,11,Maruti
550000,82000,Diesel,Individual,Manual,First Owner,12,Mahindra
370000,50000,Petrol,Individual,Manual,Second Owner,11,Maruti
114999,70000,Petrol,Individual,Manual,Second Owner,16,Chevrolet
170000,170000,Diesel,Individual,Manual,First Owner,20,Hyundai
80000,150000,Diesel,Individual,Manual,Third Owner,18,Tata
950000,17000,Diesel,Individual,Manual,First Owner,7,Ford
425000,150000,Diesel,Individual,Manual,First Owner,12,Maruti
500000,80000,Diesel,Individual,Manual,First Owner,11,Hyundai
70000,170000,Petrol,Individual,Manual,Third Owner,21,Hyundai
349000,120000,Diesel,Individual,Manual,First Owner,13,Honda
330000,90000,Petrol,Individual,Manual,Third Owner,14,Hyundai
120000,90000,Petrol,Individual,Manual,Third Owner,16,Hyundai
430000,100000,Diesel,Individual,Manual,Second Owner,13,Hyundai
390000,90000,Diesel,Individual,Manual,First Owner,12,Maruti
225000,129000,Diesel,Individual,Manual,First Owner,14,Nissan
350000,186000,Diesel,Individual,Automatic,Second Owner,16,Mahindra
100000,66778,Diesel,Individual,Manual,First Owner,17,Tata
190000,50000,Petrol,Individual,Manual,First Owner,12,Hyundai
315000,110000,Diesel,Individual,Manual,Second Owner,12,Hyundai
300000,60000,Diesel,Individual,Manual,Second Owner,11,Hyundai
280000,40000,Petrol,Individual,Manual,First Owner,10,Renault
539000,10000,Petrol,Individual,Manual,First Owner,8,Tata
420000,50000,Petrol,Individual,Manual,First Owner,9,Maruti
85000,70000,Petrol,Individual,Manual,Third Owner,25,Maruti
142000,73000,Petrol,Individual,Manual,Fourth & Above Owner,22,Other
180000,76000,Petrol,Individual,Manual,Second Owner,12,Hyundai
400000,120000,Diesel,Individual,Manual,Second Owner,12,Chevrolet
360000,170000,Diesel,Individual,Automatic,Third Owner,17,Mahindra
85000,110000,Petrol,Individual,Manual,Second Owner,23,Hyundai
350000,63400,Petrol,Individual,Manual,First Owner,10,Honda
380000,25000,Petrol,Individual,Manual,First Owner,11,Datsun
140000,80000,Petrol,Individual,Manual,Third Owner,17,Hyundai
200000,90000,Petrol,Individual,Manual,First Owner,14,Maruti
150000,157000,Petrol,Individual,Manual,First Owner,15,Hyundai
300000,100000,Diesel,Individual,Manual,Second Owner,19,Mahindra
280000,50000,Petrol,Individual,Manual,First Owner,9,Renault
200000,40000,Petrol,Individual,Manual,First Owner,15,Maruti
110000,38500,Petrol,Individual,Manual,Second Owner,17,Chevrolet
140000,103921,Petrol,Individual,Manual,Second Owner,18,Hyundai
1150000,14825,Petrol,Dealer,Manual,First Owner,8,Honda
910000,43377,Diesel,Dealer,Manual,First Owner,10,Honda
160000,102307,Diesel,Dealer,Manual,First Owner,16,Ford
105000,79000,Petrol,Individual,Manual,Second Owner,22,Maruti
70000,90000,Petrol,Individual,Manual,Fourth & Above Owner,22,Maruti
160000,110000,Diesel,Individual,Manual,First Owner,14,Chevrolet
225000,80000,Diesel,Individual,Manual,First Owner,13,Chevrolet
145000,100000,Petrol,Individual,Manual,First Owner,24,Honda
930000,20000,Diesel,Individual,Manual,First Owner,8,Ford
110000,154000,Diesel,Individual,Manual,Third Owner,18,Hyundai
650000,40000,Diesel,Individual,Manual,First Owner,9,Renault
550000,51000,Petrol,Individual,Manual,First Owner,7,Maruti
85000,120000,Petrol,Individual,Manual,Second Owner,18,Maruti
509999,35000,Petrol,Individual,Manual,First Owner,10,Toyota
650000,70000,Diesel,Individual,Manual,First Owner,9,Maruti
140000,60000,Petrol,Individual,Manual,Second Owner,15,Chevrolet
150000,70000,Petrol,Individual,Manual,First Owner,15,Maruti
450000,10000,Petrol,Individual,Manual,Second Owner,8,Datsun
170000,245244,Diesel,Individual,Manual,Fourth & Above Owner,20,Hyundai
400000,60000,Petrol,Individual,Manual,First Owner,9,Renault
300000,30000,Petrol,Individual,Manual,First Owner,10,Tata
250000,8000,Petrol,Individual,Manual,First Owner,14,Maruti
500000,10000,Petrol,Individual,Manual,First Owner,7,Tata
85000,100000,Diesel,Individual,Manual,Third Owner,24,Hyundai
300000,110000,Diesel,Individual,Manual,First Owner,14,Nissan
740000,45000,Diesel,Dealer,Automatic,First Owner,11,Mahindra
70000,68500,Petrol,Dealer,Manual,First Owner,21,Hyundai
484999,5007,Petrol,Dealer,Automatic,First Owner,7,Hyundai
164000,30000,Petrol,Individual,Manual,First Owner,13,Nissan
140000,70000,Petrol,Individual,Automatic,First Owner,18,Honda
999000,49600,Diesel,Dealer,Automatic,First Owner,15,Mercedes-Benz
56000,23000,Petrol,Individual,Manual,Second Owner,21,Maruti
1050000,30000,Diesel,Dealer,Automatic,First Owner,20,BMW
190000,38000,Petrol,Dealer,Manual,First Owner,16,Hyundai
235000,43100,Petrol,Dealer,Manual,First Owner,15,Hyundai
350000,10171,Petrol,Dealer,Manual,First Owner,9,Datsun
465000,41123,Diesel,Dealer,Manual,First Owner,11,Renault
1900000,20118,Petrol,Dealer,Automatic,First Owner,9,Toyota
450000,40000,Diesel,Dealer,Manual,First Owner,12,Honda
790000,52517,Diesel,Dealer,Manual,First Owner,11,Volkswagen
900000,20000,Diesel,Individual,Manual,First Owner,7,Mahindra
450000,99117,Diesel,Dealer,Manual,First Owner,12,Ford
135000,90000,Petrol,Individual,Manual,First Owner,17,Chevrolet
425000,3700,Petrol,Individual,Manual,First Owner,7,Maruti
100000,80000,Diesel,Individual,Manual,First Owner,16,Tata
650000,100000,Diesel,Individual,Manual,Second Owner,11,Ford
90000,54000,Diesel,Individual,Manual,First Owner,15,Tata
250000,19000,Petrol,Individual,Manual,First Owner,9,Hyundai
300000,120000,Diesel,Individual,Manual,First Owner,12,Maruti
275000,30000,Petrol,Individual,Manual,First Owner,12,Maruti
600000,43500,Petrol,Individual,Manual,First Owner,9,Honda
270000,60000,Petrol,Individual,Manual,Second Owner,10,Renault
240000,70000,Petrol,Individual,Manual,Second Owner,10,Renault
350000,20000,Petrol,Individual,Manual,First Owner,10,Renault
65000,60000,Petrol,Dealer,Manual,Third Owner,28,Maruti
650000,58000,Diesel,Individual,Manual,First Owner,11,Maruti
350000,40000,Petrol,Dealer,Manual,First Owner,12,Maruti
75000,70000,Petrol,Individual,Manual,Second Owner,21,Maruti
440000,70000,Diesel,Dealer,Manual,First Owner,14,Hyundai
270000,60000,Petrol,Individual,Manual,First Owner,13,Hyundai
1150000,135000,Diesel,Dealer,Manual,First Owner,12,Toyota
238000,70000,Petrol,Dealer,Manual,First Owner,11,Maruti
1100000,40000,Petrol,Individual,Automatic,Second Owner,13,Mercedes-Benz
1200000,75000,Diesel,Dealer,Manual,Second Owner,11,Mahindra
260000,150000,Diesel,Individual,Manual,First Owner,16,Skoda
350000,140000,Diesel,Individual,Manual,Third Owner,14,Toyota
480000,70000,Diesel,Individual,Manual,First Owner,11,Toyota
345000,137250,Diesel,Individual,Manual,Second Owner,14,Toyota
500000,110000,Diesel,Individual,Manual,Second Owner,13,Mahindra
595000,27000,Petrol,Dealer,Manual,First Owner,9,Hyundai
1295000,9000,Diesel,Dealer,Manual,First Owner,7,Hyundai
1350000,5400,Diesel,Dealer,Manual,Test Drive Car,7,Volkswagen
515000,16000,Petrol,Dealer,Manual,First Owner,8,Hyundai
894999,13000,Diesel,Dealer,Manual,Test Drive Car,7,Ford
325000,47000,Diesel,Dealer,Manual,First Owner,14,Renault
925000,22000,Petrol,Individual,Manual,First Owner,8,Maruti
844999,30000,Petrol,Individual,Manual,First Owner,9,Nissan
925000,20000,Petrol,Individual,Manual,First Owner,8,Maruti
300000,60000,Diesel,Individual,Manual,First Owner,13,Tata
650000,75000,Petrol,Individual,Manual,Second Owner,18,Toyota
175000,64000,Petrol,Dealer,Manual,First Owner,16,Maruti
325000,80000,Diesel,Individual,Manual,First Owner,11,Maruti
600000,90000,Diesel,Individual,Manual,First Owner,9,Renault
700000,30000,Petrol,Individual,Manual,First Owner,8,Maruti
95000,120000,Petrol,Individual,Automatic,Second Owner,23,Toyota
490000,20000,Petrol,Dealer,Manual,First Owner,7,Maruti
380000,100000,Diesel,Individual,Manual,First Owner,13,Tata
550000,31000,Petrol,Dealer,Manual,First Owner,8,Hyundai
225000,47000,Petrol,Dealer,Manual,First Owner,13,Maruti
570000,11200,Petrol,Individual,Manual,First Owner,8,Tata
305000,35000,Petrol,Dealer,Manual,First Owner,8,Maruti
240000,50000,LPG,Dealer,Manual,First Owner,16,Maruti
700000,55000,Diesel,Dealer,Manual,First Owner,11,Maruti
288000,20000,Petrol,Dealer,Manual,First Owner,8,Maruti
800000,75000,Diesel,Dealer,Manual,First Owner,9,Mahindra
430000,93000,Petrol,Dealer,Manual,First Owner,9,Maruti
195000,57000,Diesel,Dealer,Manual,Second Owner,17,Chevrolet
325000,30000,Petrol,Dealer,Manual,First Owner,12,Maruti
450000,73000,Diesel,Dealer,Manual,First Owner,13,Renault
630000,65000,Diesel,Dealer,Manual,First Owner,10,Maruti
250000,62000,Petrol,Dealer,Manual,Second Owner,17,Maruti
135000,85000,Petrol,Dealer,Manual,First Owner,19,Hyundai
110000,73000,Petrol,Individual,Manual,First Owner,16,Chevrolet
350000,55000,Diesel,Dealer,Manual,First Owner,14,Maruti
240000,5800,Petrol,Individual,Manual,Second Owner,10,Maruti
600000,30000,Petrol,Individual,Manual,First Owner,8,Maruti
750000,20000,Diesel,Individual,Manual,First Owner,8,Maruti
270000,20000,Petrol,Individual,Manual,First Owner,8,Hyundai
90000,100000,Petrol,Individual,Manual,Second Owner,19,Maruti
350000,65000,Petrol,Individual,Manual,First Owner,13,Maruti
285000,90000,Diesel,Individual,Manual,Second Owner,13,Ford
175000,250000,Diesel,Individual,Manual,Second Owner,21,Mahindra
350000,140000,Diesel,Individual,Manual,Second Owner,15,Mahindra
1225000,22000,Petrol,Dealer,Automatic,First Owner,8,Honda
285000,60000,Petrol,Dealer,Manual,Second Owner,16,Honda
1000000,28635,Petrol,Dealer,Manual,First Owner,8,Honda
780000,32114,Diesel,Dealer,Manual,First Owner,8,Honda
300000,82000,Petrol,Dealer,Manual,Second Owner,12,Maruti
160000,95149,Petrol,Dealer,Manual,Second Owner,20,Maruti
625000,68458,Petrol,Dealer,Manual,First Owner,8,Honda
265000,42000,Petrol,Individual,Manual,First Owner,16,Maruti
515000,90000,Diesel,Individual,Manual,Second Owner,12,Honda
650000,100000,Diesel,Individual,Manual,First Owner,10,Hyundai
650000,80000,Diesel,Individual,Manual,First Owner,9,Mahindra
150000,105546,Petrol,Individual,Manual,First Owner,16,Hyundai
500000,10000,Petrol,Individual,Manual,First Owner,8,Toyota
1000000,80000,Diesel,Individual,Manual,Second Owner,14,Toyota
340000,35000,Petrol,Individual,Manual,First Owner,13,Hyundai
1010000,120000,Diesel,Individual,Manual,First Owner,13,Toyota
350000,120000,Diesel,Individual,Manual,Third Owner,15,Toyota
595000,70000,Diesel,Individual,Manual,First Owner,10,Maruti
700000,130000,Diesel,Individual,Manual,Third Owner,12,Mahindra
265000,40000,Petrol,Individual,Manual,First Owner,7,Renault
320000,60000,Petrol,Individual,Manual,Second Owner,11,Maruti
310000,110000,Petrol,Individual,Manual,First Owner,15,Honda
700000,130000,Diesel,Individual,Manual,First Owner,12,Honda
130000,80000,Petrol,Individual,Manual,Second Owner,17,Maruti
150000,120000,Diesel,Individual,Manual,Second Owner,17,Maruti
300000,104000,Diesel,Individual,Manual,Second Owner,11,Honda
150000,100000,Petrol,Individual,Manual,Second Owner,15,Maruti
120000,132343,Petrol,Individual,Manual,Second Owner,23,Honda
950000,90000,Diesel,Individual,Manual,Second Owner,10,Hyundai
100000,60000,Petrol,Individual,Manual,Second Owner,19,Maruti
450000,76000,Diesel,Individual,Manual,First Owner,11,Honda
200000,30000,Petrol,Individual,Manual,Second Owner,17,Mahindra
250000,96000,Diesel,Individual,Manual,Second Owner,16,Tata
280000,26134,Petrol,Dealer,Manual,First Owner,11,Maruti
260000,52895,Diesel,Dealer,Manual,First Owner,15,Maruti
550000,42324,Diesel,Dealer,Manual,Second Owner,13,Hyundai
1044999,65000,Diesel,Dealer,Manual,First Owner,10,Mahindra
550000,60236,Diesel,Dealer,Manual,First Owner,14,Mahindra
210000,70000,Petrol,Individual,Manual,Second Owner,12,Maruti
210000,70000,Petrol,Individual,Manual,Third Owner,12,Maruti
290000,100000,Diesel,Individual,Manual,Second Owner,17,Mahindra
250999,110000,Diesel,Individual,Manual,First Owner,18,Fiat
600000,10300,Petrol,Individual,Manual,First Owner,7,Renault
270000,120000,Diesel,Individual,Manual,Second Owner,12,Fiat
550000,142000,Diesel,Individual,Manual,First Owner,14,Tata
800000,25000,Diesel,Individual,Manual,First Owner,9,Mahindra
500000,5000,Petrol,Individual,Manual,First Owner,6,Tata
396000,28643,Petrol,Dealer,Manual,First Owner,10,Hyundai
600000,50000,Diesel,Individual,Manual,First Owner,12,Honda
575000,30000,Petrol,Dealer,Manual,First Owner,7,Maruti
520000,5000,Petrol,Individual,Manual,First Owner,6,Hyundai
1400000,30000,Diesel,Individual,Automatic,First Owner,8,Mahindra
600000,7600,Petrol,Individual,Automatic,First Owner,8,Maruti
195000,47253,Diesel,Dealer,Manual,First Owner,13,Chevrolet
281000,4432,Petrol,Dealer,Automatic,Second Owner,11,Maruti
75000,110000,Petrol,Individual,Manual,Second Owner,16,Tata
400000,25000,Petrol,Individual,Manual,First Owner,12,Hyundai
93000,70000,Diesel,Individual,Manual,Second Owner,17,Tata
560000,68523,Petrol,Dealer,Manual,First Owner,10,Hyundai
400000,5000,Petrol,Individual,Manual,First Owner,7,Hyundai
459999,40000,Petrol,Individual,Manual,First Owner,8,Tata
450000,43000,Diesel,Individual,Manual,First Owner,9,Hyundai
88000,80251,CNG,Dealer,Manual,Second Owner,16,Maruti
250000,34500,Petrol,Individual,Manual,Second Owner,16,Hyundai
130000,93900,Diesel,Individual,Manual,Second Owner,13,Chevrolet
79000,80000,Petrol,Individual,Manual,First Owner,22,Maruti
120000,110000,Diesel,Individual,Manual,First Owner,14,Chevrolet
1700000,100000,Diesel,Individual,Automatic,Second Owner,15,BMW
300000,25000,Diesel,Individual,Manual,First Owner,14,Chevrolet
145000,25000,Petrol,Individual,Manual,First Owner,17,Maruti
3200000,20000,Diesel,Individual,Automatic,First Owner,7,Ford
240000,10000,Petrol,Individual,Manual,First Owner,13,Chevrolet
700000,30000,Diesel,Individual,Manual,First Owner,8,Honda
145000,110000,Petrol,Individual,Manual,Second Owner,16,Hyundai
535000,80000,Diesel,Individual,Manual,Second Owner,12,Maruti
420000,21000,Petrol,Individual,Manual,First Owner,10,Mahindra
350000,20000,Petrol,Individual,Manual,First Owner,10,Maruti
550000,32000,Diesel,Individual,Manual,First Owner,11,Maruti
750000,180000,Diesel,Individual,Manual,First Owner,19,Other
198000,70000,Diesel,Individual,Manual,Second Owner,14,Tata
420000,50000,Diesel,Individual,Manual,First Owner,13,Hyundai
195000,120000,Diesel,Individual,Manual,First Owner,22,Ford
150000,55766,Petrol,Individual,Manual,Second Owner,14,Hyundai
275000,40000,Petrol,Individual,Manual,Second Owner,15,Nissan
65000,60000,Petrol,Individual,Manual,Third Owner,25,Maruti
200000,50000,Petrol,Individual,Manual,First Owner,18,Maruti
250000,110000,Diesel,Individual,Manual,Second Owner,16,Maruti
182000,100000,Diesel,Individual,Manual,First Owner,13,Tata
85000,86000,Petrol,Individual,Manual,Second Owner,25,Maruti
400000,50000,Diesel,Individual,Manual,First Owner,13,Maruti
650000,20000,Diesel,Individual,Manual,First Owner,9,Maruti
400000,50000,Petrol,Individual,Manual,First Owner,16,Hyundai
295000,80000,Diesel,Individual,Manual,Second Owner,14,Tata
60000,135000,LPG,Individual,Manual,Fourth & Above Owner,20,Maruti
110000,120000,Diesel,Individual,Manual,Third Owner,23,Maruti
550000,113600,Diesel,Individual,Manual,First Owner,11,Fiat
190000,70000,Petrol,Individual,Manual,Third Owner,18,Hyundai
861999,20000,Diesel,Dealer,Manual,First Owner,8,Ford
782000,14000,Petrol,Dealer,Manual,First Owner,8,Ford
836000,26000,Diesel,Dealer,Manual,First Owner,8,Ford
696000,138925,Petrol,Dealer,Manual,First Owner,10,Honda
596000,121764,Diesel,Dealer,Manual,First Owner,10,Honda
612000,105429,Petrol,Dealer,Manual,First Owner,10,Honda
114999,35000,Petrol,Individual,Manual,First Owner,11,Maruti
340000,60000,Diesel,Individual,Manual,First Owner,9,Tata
550000,5000,Petrol,Individual,Manual,First Owner,6,Maruti
114999,70000,Petrol,Individual,Manual,Third Owner,18,Chevrolet
105000,80000,Petrol,Individual,Manual,First Owner,26,Maruti
890000,20000,Diesel,Individual,Manual,First Owner,7,Maruti
715000,8000,Petrol,Individual,Manual,First Owner,7,Tata
525000,54000,Petrol,Dealer,Manual,Second Owner,12,Hyundai
475000,23122,Petrol,Dealer,Manual,Second Owner,12,Hyundai
349000,44500,Diesel,Dealer,Manual,Second Owner,14,Chevrolet
825000,13599,Petrol,Dealer,Automatic,First Owner,9,Volkswagen
550000,100000,Diesel,Individual,Manual,Second Owner,12,Mahindra
95000,110000,Petrol,Individual,Manual,Third Owner,20,Maruti
725000,90000,Diesel,Individual,Manual,Second Owner,12,Toyota
670000,17000,Petrol,Individual,Manual,First Owner,7,Tata
65000,140000,Petrol,Individual,Manual,First Owner,18,Maruti
500000,50000,Diesel,Individual,Manual,Second Owner,11,Mahindra
600000,53000,Petrol,Individual,Manual,First Owner,9,Mahindra
350000,70000,Petrol,Individual,Manual,Second Owner,9,Maruti
200000,70000,Diesel,Individual,Manual,Second Owner,14,Chevrolet
150000,80000,Petrol,Individual,Manual,First Owner,14,Hyundai
75000,110000,Diesel,Individual,Manual,Second Owner,23,Maruti
350000,90000,Diesel,Individual,Manual,Second Owner,13,Honda
1700000,15000,Diesel,Individual,Manual,First Owner,8,Toyota
890000,86000,Diesel,Individual,Automatic,Second Owner,15,BMW
500000,120000,Diesel,Individual,Manual,First Owner,12,Mahindra
600000,5200,Petrol,Individual,Manual,First Owner,7,Hyundai
99000,60000,Petrol,Individual,Manual,Second Owner,16,Chevrolet
235000,46000,Petrol,Individual,Manual,First Owner,15,Hyundai
75000,40000,Petrol,Individual,Manual,Second Owner,20,Tata
600000,90000,Diesel,Individual,Manual,Second Owner,12,Honda
1000000,25000,Diesel,Individual,Manual,Second Owner,7,Hyundai
390000,90000,Diesel,Individual,Manual,First Owner,14,Hyundai
600000,70000,Diesel,Individual,Manual,First Owner,11,Volkswagen
600000,70000,Petrol,Individual,Manual,Second Owner,9,Hyundai
730000,35000,Diesel,Individual,Manual,Second Owner,7,Hyundai
450000,12700,Petrol,Individual,Automatic,First Owner,9,Hyundai
250000,80000,Diesel,Individual,Manual,First Owner,15,Maruti
1400000,20000,Diesel,Individual,Manual,First Owner,8,Mahindra
300000,20000,Petrol,Individual,Manual,First Owner,8,Renault
800000,19000,Petrol,Individual,Manual,First Owner,9,Ford
125000,95000,Diesel,Individual,Manual,Second Owner,17,Fiat
295000,90000,Diesel,Individual,Manual,First Owner,14,Volkswagen
650000,45839,Petrol,Dealer,Manual,First Owner,13,Ford
